ref x,ref y),x,y0.000000,0.000000,-0.002157,-0.000042
0.000000,0.000000,0.005261,-0.000104
0.000000,0.000000,0.023354,-0.000666
0.000000,0.000000,0.049343,-0.002117
0.100005,0.000314,0.079395,-0.004424
0.100005,0.000314,0.102972,-0.006256
0.100005,0.000314,0.118736,-0.007328
0.100005,0.000314,0.129678,-0.007980
0.100005,0.000314,0.138199,-0.008317
0.100005,0.000314,0.146193,-0.008524
0.200009,0.000626,0.160600,-0.008793
0.200009,0.000626,0.180083,-0.008914
0.200009,0.000626,0.202146,-0.008562
0.200009,0.000626,0.225576,-0.007650
0.300014,0.000931,0.250501,-0.006050
0.300014,0.000931,0.280109,-0.003666
0.300014,0.000931,0.312277,-0.000852
0.300014,0.000931,0.345469,0.002144
0.400019,0.001228,0.379042,0.005095
0.400019,0.001228,0.412756,0.007811
0.400019,0.001228,0.446555,0.010137
0.500023,0.001512,0.480462,0.011941
0.500023,0.001512,0.514529,0.013114
0.500023,0.001512,0.548815,0.013537
0.600027,0.001781,0.583376,0.013096
0.600027,0.001781,0.618266,0.011687
0.700031,0.002032,0.653534,0.009198
0.700031,0.002032,0.689019,0.005649
0.700031,0.002032,0.724211,0.001496
0.800034,0.002262,0.758923,-0.003015
0.800034,0.002262,0.793136,-0.007771
0.800034,0.002262,0.827019,-0.012294
0.900037,0.002467,0.860675,-0.016524
0.900037,0.002467,0.894234,-0.020321
0.900037,0.002467,0.927813,-0.023569
1.000040,0.002646,0.961508,-0.026172
1.000040,0.002646,0.995403,-0.028041
1.000040,0.002646,1.029569,-0.029084
1.100042,0.002794,1.064067,-0.029210
1.100042,0.002794,1.098947,-0.028320
1.100042,0.002794,1.133959,-0.026531
1.200044,0.002909,1.168726,-0.024182
1.200044,0.002909,1.203123,-0.021402
1.200044,0.002909,1.237201,-0.018551
1.300045,0.002987,1.271081,-0.015969
1.300045,0.002987,1.304860,-0.013744
1.300045,0.002987,1.338639,-0.012010
1.400046,0.003027,1.372512,-0.010887
1.400046,0.003027,1.406534,-0.010457
1.400046,0.003027,1.440658,-0.010669
1.500046,0.003024,1.474824,-0.011426
1.500046,0.003024,1.508999,-0.012644
1.500046,0.003024,1.543166,-0.014258
1.600045,0.002975,1.577311,-0.016213
1.600045,0.002975,1.611371,-0.018293
1.600045,0.002975,1.645352,-0.020324
1.700043,0.002879,1.679286,-0.022368
1.700043,0.002879,1.713187,-0.024256
1.700043,0.002879,1.747094,-0.025810
