0,0.00236515
0.0142177,0.00280746
0.0561933,0.00334857
0.119513,0.00280973
0.198745,1.22E-05
0.288599,-0.0060263
0.384356,-0.0155024
0.481437,-0.0284164
0.575265,-0.0447684
0.662229,-0.0643954
0.742577,-0.0864818
0.817526,-0.110049
0.888289,-0.134117
0.956129,-0.157789
1.02249,-0.180488
1.08887,-0.201718
1.15676,-0.220982
1.22727,-0.237858
1.29999,-0.252219
1.37413,-0.264009
1.44888,-0.273174
1.52362,-0.279803
1.59835,-0.284556
1.67324,-0.288236
1.74844,-0.291648
1.82408,-0.295474
1.90011,-0.299923
1.97644,-0.305082
2.05297,-0.311039
2.12948,-0.317764
2.20526,-0.324758
2.27948,-0.331403
2.3513,-0.337082
2.42032,-0.341403
2.48786,-0.34487
2.55568,-0.348212
2.62553,-0.352158
2.69916,-0.357511
2.7783,-0.365372
2.86464,-0.376917
2.95991,-0.393322
3.06468,-0.41481
3.17504,-0.43779
3.28595,-0.457719
3.39238,-0.470053
3.48878,-0.471872
3.5676,-0.466745
3.6208,-0.459861
