ref x,ref y),x,y
45.759033,-6.959436,45.645473,-7.106994
45.759033,-6.959436,45.677048,-7.11981
45.759033,-6.959436,45.708679,-7.1325
45.849781,-6.999432,45.740372,-7.145051
45.849781,-6.999432,45.772124,-7.157463
45.849781,-6.999432,45.803917,-7.169756
45.940777,-7.038489,45.835767,-7.181897
45.940777,-7.038489,45.867683,-7.193897
45.940777,-7.038489,45.899666,-7.205746
46.032047,-7.07653,45.93172,-7.217428
46.032047,-7.07653,45.963812,-7.228992
46.032047,-7.07653,45.995939,-7.240446
46.123615,-7.113495,46.028122,-7.251748
46.123615,-7.113495,46.060352,-7.26292
46.123615,-7.113495,46.092646,-7.273925
46.215481,-7.149402,46.125008,-7.28475
46.215481,-7.149402,46.157385,-7.295505
46.215481,-7.149402,46.189818,-7.306094
46.307648,-7.184284,46.22229,-7.316566
46.307648,-7.184284,46.254823,-7.326861
46.307648,-7.184284,46.287389,-7.337054
46.400112,-7.218175,46.320017,-7.347064
46.400112,-7.218175,46.352651,-7.357031
46.400112,-7.218175,46.385332,-7.366828
46.492874,-7.251109,46.418072,-7.376447
46.492874,-7.251109,46.450853,-7.385941
46.492874,-7.251109,46.483695,-7.395242
46.585934,-7.283118,46.516553,-7.404467
46.585934,-7.283118,46.549435,-7.413573
46.585934,-7.283118,46.582329,-7.422618
46.679287,-7.314239,46.615277,-7.431485
46.679287,-7.314239,46.648266,-7.440225
46.679287,-7.314239,46.681314,-7.448787
46.772934,-7.344502,46.714355,-7.457294
46.772934,-7.344502,46.747448,-7.465613
46.772934,-7.344502,46.780579,-7.473824
46.866875,-7.373943,46.813713,-7.481982
46.866875,-7.373943,46.846881,-7.490005
46.866875,-7.373943,46.880094,-7.49787
46.961109,-7.402596,46.913294,-7.505675
46.961109,-7.402596,46.946545,-7.513309
47.055637,-7.430493,46.97983,-7.520856
47.055637,-7.430493,47.013111,-7.528345
47.055637,-7.430493,47.046417,-7.535706
47.150459,-7.457669,47.079753,-7.542939
47.150459,-7.457669,47.113078,-7.550105
47.150459,-7.457669,47.14645,-7.557124
47.245567,-7.484157,47.179847,-7.56407
47.245567,-7.484157,47.213234,-7.570972
47.245567,-7.484157,47.24664,-7.577764
47.340969,-7.509991,47.2801,-7.584386
47.340969,-7.509991,47.313602,-7.590825
47.340969,-7.509991,47.347073,-7.597278
47.436657,-7.535204,47.380563,-7.603634
47.436657,-7.535204,47.414087,-7.609843
47.436657,-7.535204,47.447593,-7.616027
47.532635,-7.559832,47.481134,-7.622062
47.532635,-7.559832,47.514689,-7.627971
47.532635,-7.559832,47.548206,-7.633927
47.628899,-7.583906,47.581742,-7.639778
47.628899,-7.583906,47.615288,-7.645603
47.628899,-7.583906,47.648825,-7.651369
47.725452,-7.60746,47.682382,-7.657016
47.725452,-7.60746,47.715931,-7.662667
47.725452,-7.60746,47.749447,-7.668358
47.822289,-7.63053,47.782974,-7.673981
47.822289,-7.63053,47.816483,-7.679666
47.822289,-7.63053,47.849987,-7.685303
47.919411,-7.653148,47.883513,-7.690845
47.919411,-7.653148,47.917023,-7.696452
47.919411,-7.653148,47.95051,-7.702105
48.016819,-7.675347,47.984005,-7.707722
48.016819,-7.675347,48.01748,-7.713436
48.016819,-7.675347,48.050953,-7.719131
48.11451,-7.697163,48.084401,-7.724937
48.11451,-7.697163,48.11784,-7.730762
48.11451,-7.697163,48.151278,-7.736612
48.212482,-7.718627,48.184727,-7.742441
48.212482,-7.718627,48.218163,-7.748354
48.212482,-7.718627,48.251605,-7.754227
48.310738,-7.739775,48.285048,-7.76012
48.310738,-7.739775,48.318478,-7.766084
48.310738,-7.739775,48.351913,-7.772025
48.409275,-7.760639,48.385347,-7.777983
48.409275,-7.760639,48.418771,-7.784004
48.409275,-7.760639,48.452201,-7.789983
48.508095,-7.781254,48.485632,-7.795983
48.508095,-7.781254,48.519051,-7.802044
48.508095,-7.781254,48.552473,-7.808088
48.607189,-7.801652,48.5859,-7.814127
48.607189,-7.801652,48.61932,-7.820215
48.607189,-7.801652,48.65275,-7.826269
48.706566,-7.821869,48.68618,-7.832341
48.706566,-7.821869,48.719605,-7.838457
48.706566,-7.821869,48.753037,-7.844559
48.806217,-7.841938,48.786472,-7.850672
48.806217,-7.841938,48.819899,-7.856827
48.806217,-7.841938,48.853328,-7.862972
48.906151,-7.861891,48.886753,-7.869143
48.906151,-7.861891,48.920177,-7.875325
48.906151,-7.861891,48.953607,-7.881487
49.006355,-7.881763,48.98703,-7.887686
49.006355,-7.881763,49.020446,-7.893919
49.006355,-7.881763,49.053865,-7.900143
49.106838,-7.901589,49.087288,-7.906355
49.106838,-7.901589,49.120703,-7.912606
49.106838,-7.901589,49.154114,-7.91888
49.207596,-7.9214,49.187513,-7.92522
49.207596,-7.9214,49.220902,-7.931618
49.207596,-7.9214,49.254284,-7.938046
49.308628,-7.941232,49.287663,-7.944497
49.308628,-7.941232,49.321039,-7.950966
49.308628,-7.941232,49.354412,-7.957451
49.409931,-7.961117,49.387784,-7.963948
49.409931,-7.961117,49.421154,-7.970454
49.409931,-7.961117,49.454523,-7.976968
49.511509,-7.98109,49.487891,-7.983488
49.511509,-7.98109,49.521258,-7.990013
49.511509,-7.98109,49.554625,-7.996541
49.613358,-8.001184,49.587974,-8.003161
49.613358,-8.001184,49.621312,-8.009836
49.613358,-8.001184,49.654639,-8.016569
49.715477,-8.021431,49.687963,-8.023313
49.715477,-8.021431,49.72128,-8.030094
49.715477,-8.021431,49.75459,-8.036901
49.817856,-8.041829,49.787892,-8.043751
49.817856,-8.041829,49.821194,-8.050599
49.817856,-8.041829,49.854492,-8.057458
49.92049,-8.06236,49.887791,-8.064307
49.92049,-8.06236,49.921086,-8.071172
49.92049,-8.06236,49.954378,-8.078052
50.023369,-8.083002,49.987662,-8.084964
50.023369,-8.083002,50.02094,-8.091901
50.023369,-8.083002,50.054224,-8.098801
50.126476,-8.103734,50.087509,-8.10568
50.126476,-8.103734,50.120806,-8.112485
50.126476,-8.103734,50.154103,-8.119261
50.229805,-8.124536,50.187396,-8.126045
50.229805,-8.124536,50.22068,-8.132864
50.229805,-8.124536,50.253974,-8.139621
50.333347,-8.145385,50.287269,-8.146365
50.333347,-8.145385,50.320565,-8.153099
50.333347,-8.145385,50.353862,-8.159825
50.437084,-8.166263,50.387159,-8.166546
50.437084,-8.166263,50.420457,-8.173261
50.437084,-8.166263,50.453756,-8.179972
50.541012,-8.187147,50.487055,-8.18668
50.541012,-8.187147,50.520355,-8.193386
50.541012,-8.187147,50.553656,-8.200089
50.541012,-8.187147,50.586958,-8.206791
50.645119,-8.208018,50.620262,-8.213491
50.645119,-8.208018,50.653566,-8.220191
50.645119,-8.208018,50.686884,-8.226835
50.74939,-8.228854,50.720213,-8.233426
50.74939,-8.228854,50.753551,-8.239979
50.74939,-8.228854,50.786899,-8.246486
50.853821,-8.249635,50.82026,-8.252932
50.853821,-8.249635,50.853624,-8.259361
50.853821,-8.249635,50.886993,-8.265762
50.958397,-8.270339,50.920375,-8.272107
50.958397,-8.270339,50.953764,-8.278416
50.958397,-8.270339,50.987155,-8.284713
51.063107,-8.290945,51.020556,-8.290966
51.063107,-8.290945,51.053956,-8.297222
51.063107,-8.290945,51.087361,-8.303451
51.167942,-8.311434,51.120779,-8.309628
51.167942,-8.311434,51.154202,-8.315775
51.167942,-8.311434,51.187624,-8.321934
