ref x,ref y),x,y38.000000,-4.400000,38.005269,-4.400016
38.000000,-4.400000,38.021511,-4.400166
38.000000,-4.400000,38.046698,-4.400615
38.097874,-4.421019,38.076583,-4.401189
38.097874,-4.421019,38.108738,-4.401719
38.097874,-4.421019,38.142048,-4.402757
38.195744,-4.442046,38.175948,-4.404361
38.195744,-4.442046,38.210228,-4.406552
38.195744,-4.442046,38.244665,-4.409385
38.293610,-4.463091,38.279219,-4.412887
38.293610,-4.463091,38.313860,-4.417099
38.293610,-4.463091,38.348486,-4.421846
38.391472,-4.484164,38.383010,-4.427164
38.391472,-4.484164,38.417403,-4.432960
38.391472,-4.484164,38.451677,-4.439154
38.489319,-4.505271,38.485853,-4.445769
38.489319,-4.505271,38.519927,-4.452588
38.587158,-4.526424,38.553874,-4.459636
38.587158,-4.526424,38.587724,-4.466965
38.587158,-4.526424,38.621450,-4.474539
38.684978,-4.547631,38.655056,-4.482340
38.684978,-4.547631,38.688548,-4.490301
38.684978,-4.547631,38.721990,-4.498396
38.782787,-4.568900,38.755409,-4.506689
38.782787,-4.568900,38.788776,-4.515206
38.782787,-4.568900,38.822057,-4.523801
38.880573,-4.590240,38.855381,-4.532391
38.880573,-4.590240,38.888649,-4.541021
38.880573,-4.590240,38.921815,-4.549916
38.978336,-4.611660,38.954926,-4.559109
38.978336,-4.611660,38.988018,-4.568465
38.978336,-4.611660,39.021026,-4.577849
39.076077,-4.633171,39.053961,-4.587403
39.076077,-4.633171,39.086850,-4.596949
39.076077,-4.633171,39.119689,-4.606602
39.173794,-4.654779,39.152523,-4.616480
39.173794,-4.654779,39.185313,-4.626358
39.173794,-4.654779,39.218045,-4.636278
39.271477,-4.676495,39.250736,-4.646355
39.271477,-4.676495,39.283372,-4.656439
39.271477,-4.676495,39.315970,-4.666685
39.369129,-4.698327,39.348552,-4.676996
39.369129,-4.698327,39.381089,-4.687239
39.369129,-4.698327,39.413582,-4.697525
39.466751,-4.720284,39.446050,-4.707923
39.466751,-4.720284,39.478503,-4.718246
39.466751,-4.720284,39.510931,-4.728534
39.564335,-4.742376,39.543295,-4.738908
39.564335,-4.742376,39.575627,-4.749259
39.564335,-4.742376,39.607935,-4.759671
39.661877,-4.764610,39.640237,-4.770068
39.661877,-4.764610,39.672569,-4.780278
39.661877,-4.764610,39.704908,-4.790382
39.759380,-4.786996,39.737270,-4.800432
39.759380,-4.786996,39.769670,-4.810377
39.759380,-4.786996,39.802120,-4.820131
39.856842,-4.809543,39.834626,-4.829664
39.856842,-4.809543,39.867200,-4.838961
39.954254,-4.832260,39.899845,-4.848042
39.954254,-4.832260,39.932547,-4.856977
39.954254,-4.832260,39.965312,-4.865751
40.051620,-4.855156,39.998145,-4.874337
40.051620,-4.855156,40.031023,-4.882796
40.051620,-4.855156,40.063938,-4.891160
40.148933,-4.878240,40.096885,-4.899445
40.148933,-4.878240,40.129834,-4.907750
40.148933,-4.878240,40.162798,-4.916029
40.246197,-4.901520,40.195797,-4.924192
40.246197,-4.901520,40.228788,-4.932401
40.246197,-4.901520,40.261772,-4.940655
40.343403,-4.925005,40.294755,-4.948926
40.343403,-4.925005,40.327727,-4.957251
40.343403,-4.925005,40.360690,-4.965621
40.440552,-4.948706,40.393654,-4.973992
40.440552,-4.948706,40.426596,-4.982445
40.440552,-4.948706,40.459517,-4.990982
40.537636,-4.972630,40.492428,-4.999555
40.537636,-4.972630,40.525323,-5.008184
40.537636,-4.972630,40.558199,-5.016888
40.634663,-4.996786,40.591063,-5.025637
40.634663,-4.996786,40.623902,-5.034476
40.634663,-4.996786,40.656739,-5.043305
40.731621,-5.021183,40.689543,-5.052260
40.731621,-5.021183,40.722337,-5.061253
40.731621,-5.021183,40.755123,-5.070266
40.828510,-5.045831,40.787893,-5.079335
40.828510,-5.045831,40.820649,-5.088468
40.828510,-5.045831,40.853397,-5.097606
40.925331,-5.070738,40.886119,-5.106848
40.925331,-5.070738,40.918831,-5.116121
40.925331,-5.070738,40.951540,-5.125400
41.022079,-5.095913,40.984236,-5.134730
41.022079,-5.095913,41.016917,-5.144119
41.022079,-5.095913,41.049591,-5.153512
41.118755,-5.121366,41.082252,-5.162940
41.118755,-5.121366,41.114909,-5.172381
41.118755,-5.121366,41.147547,-5.181883
41.215351,-5.147104,41.180162,-5.191495
41.215351,-5.147104,41.212780,-5.201113
41.215351,-5.147104,41.245389,-5.210755
41.311867,-5.173137,41.277976,-5.220486
41.311867,-5.173137,41.310542,-5.230295
41.311867,-5.173137,41.343103,-5.240118
41.408298,-5.199474,41.375650,-5.249997
41.408298,-5.199474,41.408195,-5.259885
41.504650,-5.226124,41.440729,-5.269803
41.504650,-5.226124,41.473240,-5.279812
41.504650,-5.226124,41.505734,-5.289887
41.600910,-5.253097,41.538237,-5.299937
41.600910,-5.253097,41.570712,-5.310066
41.600910,-5.253097,41.603195,-5.320186
41.697083,-5.280399,41.635663,-5.330359
41.697083,-5.280399,41.668105,-5.340630
41.697083,-5.280399,41.700547,-5.350903
41.793163,-5.308042,41.732995,-5.361148
41.793163,-5.308042,41.765410,-5.371495
41.793163,-5.308042,41.797812,-5.381877
41.889149,-5.336032,41.830201,-5.392318
41.889149,-5.336032,41.862566,-5.402859
41.889149,-5.336032,41.894901,-5.413479
41.985039,-5.364381,41.927248,-5.424054
41.985039,-5.364381,41.959567,-5.434711
41.985039,-5.364381,41.991884,-5.445377
42.080830,-5.393096,42.024173,-5.456131
42.080830,-5.393096,42.056466,-5.466864
42.080830,-5.393096,42.088735,-5.477679
