ref x,ref y),x,y
13.845493,10.660487,13.82981,10.703211
13.82649,10.758711,13.82664,10.736727
13.82649,10.758711,13.823617,10.770463
13.82649,10.758711,13.820734,10.804295
13.806396,10.856717,13.817975,10.838164
13.806396,10.856717,13.815325,10.872045
13.806396,10.856717,13.812542,10.90591
13.785212,10.954494,13.809438,10.939783
13.785212,10.954494,13.805845,10.973714
13.785212,10.954494,13.801615,11.007755
13.762942,11.052029,13.796619,11.041954
13.762942,11.052029,13.790725,11.076367
13.73959,11.14931,13.783791,11.111036
13.73959,11.14931,13.775698,11.145947
13.73959,11.14931,13.766431,11.180935
13.715158,11.246326,13.756187,11.215738
13.715158,11.246326,13.745114,11.25023
13.715158,11.246326,13.733316,11.284358
13.689649,11.343065,13.720876,11.318109
13.689649,11.343065,13.707989,11.351371
13.689649,11.343065,13.695039,11.383992
13.663067,11.439514,13.682223,11.416115
13.663067,11.439514,13.669496,11.447945
13.663067,11.439514,13.656756,11.479637
13.635415,11.535662,13.643949,11.511268
13.635415,11.535662,13.631044,11.542867
13.635415,11.535662,13.618017,11.57444
13.606696,11.631496,13.605787,11.603923
13.606696,11.631496,13.594685,11.63087
13.606696,11.631496,13.584369,11.65662
13.576913,11.727006,13.574685,11.681868
13.576913,11.727006,13.56557,11.706997
13.576913,11.727006,13.557012,11.732232
13.576913,11.727006,13.54895,11.757645
13.54607,11.822178,13.54129,11.783239
13.54607,11.822178,13.533958,11.809003
13.54607,11.822178,13.526899,11.834915
13.54607,11.822178,13.520064,11.860954
13.51417,11.917001,13.513417,11.887103
13.51417,11.917001,13.506925,11.91334
13.51417,11.917001,13.500563,11.939652
13.481218,12.011463,13.494308,11.966023
13.481218,12.011463,13.488146,11.992445
13.481218,12.011463,13.48207,12.01891
13.481218,12.011463,13.476062,12.045745
13.447218,12.105555,13.469327,12.075392
13.447218,12.105555,13.461779,12.106863
13.447218,12.105555,13.453495,12.139129
13.412174,12.199261,13.444607,12.171803
13.412174,12.199261,13.435015,12.204707
13.412174,12.199261,13.424598,12.237772
