Time(s),Lateral Error(m),Heading Error(deg),Heading angular velocity(deg),speed(m/s),delta(deg),Acc(m/s^21.664000,0.000264,-12.121391,0.006072,0.113776,5.000000,9.000000
1.795000,0.045825,-12.117391,-0.069742,0.872905,-24.000000,1.000000
1.902000,0.042131,-12.098381,-1.094230,1.001385,-24.000000,0.000000
2.035000,0.057899,-11.858355,-4.276071,1.027255,-24.000000,0.000000
2.140000,0.073623,-10.996209,-7.989062,1.036698,-21.000000,0.000000
2.271000,0.079220,-10.131971,-9.321258,1.029611,-21.000000,0.000000
2.374000,0.078437,-8.840376,-10.512666,1.020954,-21.000000,0.000000
2.511000,0.073526,-7.797443,-10.862960,1.017344,-21.000000,0.000000
2.616000,0.060948,-6.358969,-11.080724,1.014747,-21.000000,0.000000
2.759000,0.052784,-5.288497,-10.740242,1.006569,12.000000,0.000000
2.862000,0.063444,-4.138150,-6.899326,0.983164,12.000000,0.000000
2.999000,0.063014,-3.733109,-2.581554,0.991970,-21.000000,0.000000
3.142000,0.049914,-3.644241,-2.126267,1.003437,-21.000000,0.000000
3.278000,0.062662,-3.213636,-6.560341,1.033434,-21.000000,0.000000
3.386000,0.053397,-2.525640,-8.474328,1.031049,12.000000,0.000000
3.522000,0.022167,-1.511305,-6.913544,0.998740,12.000000,0.000000
3.626000,0.015048,-1.073730,-3.524664,0.992236,12.000000,0.000000
3.762000,0.038553,-1.070129,1.598377,1.007808,12.000000,0.000000
3.866000,0.044132,-1.462194,3.708260,1.008782,-21.000000,0.000000
3.972000,0.044390,-2.174168,2.522365,0.997540,-21.000000,0.000000
4.109000,0.048092,-2.393979,-0.739897,1.009026,-21.000000,0.000000
4.214000,0.040760,-2.023855,-6.018014,1.035695,-21.000000,0.000000
4.345000,0.034064,-1.397738,-8.575530,1.022662,12.000000,0.000000
4.452000,0.046954,-0.696120,-5.689339,0.991623,12.000000,0.000000
4.585000,0.044613,-0.457276,-2.111149,0.997375,12.000000,0.000000
4.690000,0.012372,-0.699050,2.406688,1.009012,12.000000,0.000000
4.829000,0.018222,-1.199288,3.379600,1.000369,-21.000000,0.000000
4.941000,0.039595,-1.603819,-0.271930,1.005819,-21.000000,0.000000
5.072000,0.041914,-1.535304,-4.526993,1.032255,-21.000000,0.000000
5.176000,0.028174,-1.012220,-7.805134,1.028950,12.000000,0.000000
5.306000,0.022832,-0.450447,-6.496143,1.000826,12.000000,0.000000
5.415000,0.015543,-0.053923,-1.991798,0.996790,12.000000,0.000000
5.556000,0.049335,-0.332305,2.531875,1.009321,-1.000000,0.000000
5.664000,0.048815,-1.080243,3.348051,1.002045,-1.000000,0.000000
5.778000,0.015176,-1.593169,0.542078,1.001227,-21.000000,0.000000
5.916000,0.013206,-1.690452,-2.606139,1.013448,12.000000,0.000000
6.024000,0.026670,-1.538601,-2.687552,0.998871,-12.000000,0.000000
6.156000,0.028568,-1.468824,-3.999417,1.008091,12.000000,0.000000
6.260000,0.035259,-1.485106,-3.396558,0.998788,12.000000,0.000000
6.400000,0.033323,-1.614550,-0.178673,1.005238,12.000000,0.000000
